scale_factor;engine;query;cache_mode;run_index;elapsed_ms;record_count
SF3;gql;Q05;cold;20;5011,746;10
SF3;gql;Q05;cold;21;5061,796;10
SF3;gql;Q05;cold;22;5096,553;10
SF3;gql;Q05;cold;23;4891,525;10
SF3;gql;Q05;cold;24;5081,817;10
SF3;gql;Q05;cold;25;6806,554;10
SF3;gql;Q05;cold;26;5087,381;10
SF3;gql;Q05;cold;27;5463,211;10
SF3;gql;Q05;cold;28;6184,709;10
SF3;gql;Q05;cold;29;6864,809;10
SF3;gql;Q05;cold;30;5084,186;10
SF3;fuseki;Q06;cold;1;247079,559;10
SF3;fuseki;Q06;cold;2;235357,370;10
SF3;fuseki;Q06;cold;3;226393,117;10
SF3;fuseki;Q06;cold;4;220232,394;10
SF3;fuseki;Q06;cold;5;220148,495;10
SF3;fuseki;Q06;cold;6;215906,094;10
SF3;fuseki;Q06;cold;7;220507,876;10
SF3;fuseki;Q06;cold;8;229335,197;10
SF3;fuseki;Q06;cold;9;225238,187;10
SF3;fuseki;Q06;cold;10;221428,747;10
SF3;fuseki;Q06;cold;11;218445,705;10
SF3;fuseki;Q06;cold;12;218357,411;10
SF3;fuseki;Q06;cold;13;224169,209;10
SF3;fuseki;Q06;cold;14;220307,236;10
SF3;fuseki;Q06;cold;15;212803,580;10
SF3;fuseki;Q06;cold;16;215394,281;10
SF3;fuseki;Q06;cold;17;208747,519;10
SF3;fuseki;Q06;cold;18;218897,195;10
SF3;fuseki;Q06;cold;19;218752,272;10
SF3;fuseki;Q06;cold;20;225704,834;10
SF3;fuseki;Q06;cold;21;221166,178;10
SF3;fuseki;Q06;cold;22;217278,615;10
SF3;fuseki;Q06;cold;23;222182,891;10
SF3;fuseki;Q06;cold;24;220335,966;10
SF3;fuseki;Q06;cold;25;222355,532;10
SF3;fuseki;Q06;cold;26;221777,869;10
SF3;fuseki;Q06;cold;27;216252,513;10
SF3;fuseki;Q06;cold;28;215123,065;10
SF3;fuseki;Q06;cold;29;214795,000;10
SF3;fuseki;Q06;cold;30;223746,997;10
SF3;neo4j;Q06;cold;1;328485,628;10
SF3;neo4j;Q06;cold;2;319074,278;10
SF3;neo4j;Q06;cold;3;109750,757;10
SF3;neo4j;Q06;cold;4;99640,063;10
SF3;neo4j;Q06;cold;5;99553,652;10
SF3;neo4j;Q06;cold;6;100884,611;10
SF3;neo4j;Q06;cold;7;187288,139;10
SF3;neo4j;Q06;cold;8;168762,817;10
SF3;neo4j;Q06;cold;9;112146,668;10
SF3;neo4j;Q06;cold;10;163623,989;10
SF3;neo4j;Q06;cold;11;308947,255;10
SF3;neo4j;Q06;cold;12;254634,830;10
SF3;neo4j;Q06;cold;13;272635,431;10
SF3;neo4j;Q06;cold;14;167660,287;10
SF3;neo4j;Q06;cold;15;99113,154;10
SF3;neo4j;Q06;cold;16;96391,409;10
SF3;neo4j;Q06;cold;17;96961,542;10
SF3;neo4j;Q06;cold;18;105536,587;10
SF3;neo4j;Q06;cold;19;92180,918;10
SF3;neo4j;Q06;cold;20;128799,883;10
SF3;neo4j;Q06;cold;21;105033,589;10
SF3;neo4j;Q06;cold;22;102153,091;10
SF3;neo4j;Q06;cold;23;103791,078;10
SF3;neo4j;Q06;cold;24;102071,640;10
SF3;neo4j;Q06;cold;25;106029,987;10
SF3;neo4j;Q06;cold;26;107815,786;10
SF3;neo4j;Q06;cold;27;220924,346;10
SF3;neo4j;Q06;cold;28;169169,627;10
SF3;neo4j;Q06;cold;29;103306,407;10
